dataset,dist_error,dir_error,dir_ratio
Hand-Walk/Hand-Walk-02-001,9.07270050749783,8.930097285867195,0.92
Hand-Walk/Hand-Walk-02-002,250.0436003315738,65.52374056918669,0.018518518518518517
Hand-Walk/Hand-Walk-02-003,30.799565019481623,11.566071068192597,0.7565543071161048
Hand-Walk/Hand-Walk-02-004,13.902195956692918,15.524119622046934,0.5756457564575646
Hand-Walk/Hand-Walk-02-005,27.082396751058102,33.93377971745012,0.21033210332103322
Hand-Walk/Hand-Walk-02-006,158.36131981642492,19.31190124928852,0.5654885654885655
Hand-Walk/Hand-Walk-02-007,42.513318776858384,19.7011675371174,0.5196687370600414
Hand-Walk/Hand-Walk-02-008,18.375807578056307,9.534719250793497,0.8476658476658476
Hand-Walk/Hand-Walk-02-009,25.649202346381667,10.844256730963922,0.8443579766536965
Hand-Walk/Hand-Walk-03-001,57.25267880357291,43.329478081984895,0.2912912912912913
Hand-Walk/Hand-Walk-03-002,152.34133806087058,15.480718686639234,0.5714285714285714
Hand-Walk/Hand-Walk-03-003,65.61121316509306,31.48633719683358,0.3389473684210526
Hand-Walk/Hand-Walk-03-004,184.26155117151737,20.950421753690787,0.5092250922509225
Hand-Walk/Hand-Walk-03-005,166.36432903010638,23.700667030489246,0.4349442379182156
Hand-Walk/Hand-Walk-03-006,321.8789531744262,23.77584000926178,0.5441696113074205
Hand-Walk/Hand-Walk-03-007,63.77661245096628,20.21344343032158,0.5555555555555556
Hand-Walk/Hand-Walk-03-008,57.454057743744414,32.00954447951644,0.48897795591182364
Hand-Walk/Hand-Walk-03-009,199.49278927061565,103.41684875702641,0.22964509394572025
Hand-Walk/Hand-Walk-03-010,128.24162940020918,20.908420898847183,0.2850356294536817
Hand-Walk/Hand-Walk-03-011,65.20948868063226,9.926093280335499,0.8024691358024691
Hand-Walk/Hand-Walk-03-012,90.15783920994316,24.21266834844811,0.437984496124031
Hand-Walk/Hand-Walk-03-013,31.893163006194882,29.143560503558646,0.3924731182795699
Hand-Walk/Hand-Walk-03-014,22.43848819026465,18.98152671625727,0.4642857142857143
Hand-Walk/Hand-Walk-03-015,299.05846956459817,29.067833291933525,0.3151595744680851
Hand-Walk/Hand-Walk-03-016,82.0511936209199,10.482870249415928,0.7716535433070866
Hand-Walk/Hand-Walk-03-017,117.08140359648085,59.302361681437404,0.11808118081180811
Hand-Walk/Hand-Walk-03-018,86.43863779956473,33.254608928511736,0.30718954248366015
Hand-Walk/Hand-Walk-04-002,637.1873951137367,77.25631008725681,0.013289036544850499
Hand-Walk/Hand-Walk-04-003,40.167032218252544,17.26487672028291,0.7012987012987013
Hand-Walk/Hand-Walk-08-001,22.175284224713064,11.602018447127083,0.7562189054726368
Hand-Walk/Hand-Walk-08-002,23.570104700629933,13.468193451883225,0.6326530612244898
Hand-Walk/Hand-Walk-09-001,16.15503065542488,8.535215030487878,0.9047619047619048
Hand-Walk/Hand-Walk-11-001,199.0785215962348,33.259714049729894,0.19021739130434784
Hand-Walk/Hand-Walk-15-001,294.78316721740106,68.0757794175077,0.012658227848101266
Hand-Walk/Hand-Walk-15-002,90.66651207434954,58.913934833137915,0.2192513368983957
Hand-Walk/Hand-Walk-15-003,62.98564509508026,19.645799011825268,0.5888888888888889
Hand-Walk/Hand-Walk-15-004,193.74387778895598,9.96195106477859,0.8466019417475729
Hand-Walk/Hand-Walk-15-005,22.624227302238292,17.984755677716514,0.4215686274509804
Bag-Walk/Bag-Walk-08-001,48.168454212937384,22.758172682475163,0.38235294117647056
Bag-Walk/Bag-Walk-08-002,23.924093318961624,12.692751301747132,0.7135007849293563
Bag-Walk/Bag-Walk-10-001,187.91454884164764,92.0276369684,0.0661764705882353
Bag-Walk/Bag-Walk-11-001,23.296841086720406,54.84811123876065,0.18243243243243243
Pocket-Walk/Pocket-Walk-01-001,24.562416566030866,26.872680974067904,0.1267605633802817
Pocket-Walk/Pocket-Walk-03-001,321.8789531744262,23.77584000926178,0.5441696113074205
Pocket-Walk/Pocket-Walk-03-002,81.85433294260575,23.61190664140274,0.575139146567718
Pocket-Walk/Pocket-Walk-03-003,99.05264156405325,24.40170865526849,0.44814814814814813
Pocket-Walk/Pocket-Walk-03-004,118.13524041754344,24.00048773604755,0.32592592592592595
Pocket-Walk/Pocket-Walk-03-005,77.32315232395929,14.182256655782535,0.6691542288557214
Pocket-Walk/Pocket-Walk-03-006,123.92220371518185,14.441689906341432,0.594392523364486
Pocket-Walk/Pocket-Walk-03-007,49.98147582854719,18.526403360594408,0.5844155844155844
Pocket-Walk/Pocket-Walk-03-008,41.68323549621731,10.87236878948684,0.7560521415270018
Pocket-Walk/Pocket-Walk-03-009,37.155514625879384,15.635130994176723,0.6446991404011462
Pocket-Walk/Pocket-Walk-03-010,145.10523374342372,19.141251610130727,0.6573426573426573
Pocket-Walk/Pocket-Walk-09-001,124.16202593704082,5.909769215158272,0.9329896907216495
