dataset,model_name,distance_frac_step,clean_data,optimized_mode_ratio,butter_Wn,dist_error,dir_error,dir_ratio
Hand-Walk/Hand-Walk-15-003,SVR,4,5,0.95,0.0035,118.66153757139963,17.25333377400755,0.55
Hand-Walk/Hand-Walk-15-003,SVR,4,5,0.95,0.004,115.3861431952262,18.324106158238536,0.5611111111111111
Hand-Walk/Hand-Walk-15-003,SVR,4,5,0.95,0.0045,116.43845160183399,19.185030769748316,0.5777777777777777
Hand-Walk/Hand-Walk-15-003,SVR,4,5,0.95,0.0055,117.9208971844884,19.145996214805393,0.5722222222222222
Hand-Walk/Hand-Walk-15-003,SVR,4,5,0.95,0.006,116.8076823916228,18.80433832123926,0.5777777777777777
Hand-Walk/Hand-Walk-15-003,SVR,4,5,1.0,0.003,119.19759784402824,17.75900307653184,0.5333333333333333
Hand-Walk/Hand-Walk-15-003,SVR,4,5,1.0,0.0035,118.81690966683513,17.19424666732418,0.5444444444444444
Hand-Walk/Hand-Walk-15-003,SVR,4,5,1.0,0.004,115.62498446701646,18.01588614820833,0.5722222222222222
Hand-Walk/Hand-Walk-15-003,SVR,4,5,1.0,0.0045,116.22280089178886,18.738677348443876,0.5777777777777777
Hand-Walk/Hand-Walk-15-003,SVR,4,5,1.0,0.0055,117.36847665277942,18.957383272818166,0.5666666666666667
Hand-Walk/Hand-Walk-15-003,SVR,4,5,1.0,0.006,116.67949374439559,18.55869802875431,0.5666666666666667
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.8,0.003,50.352254761178536,31.432176748090573,0.4909819639278557
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.8,0.0035,50.933882871738305,31.886127262827486,0.4909819639278557
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.8,0.004,52.19479917466988,31.571568726680418,0.5070140280561122
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.8,0.0045,53.28690752991682,31.547934450358134,0.5150300601202404
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.8,0.0055,54.08739887377017,32.24882478867289,0.5190380761523046
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.8,0.006,53.03028856098758,31.848882315021633,0.5230460921843687
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.9,0.003,52.782152994650836,31.068094507806045,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.9,0.0035,53.88806380015025,30.786392797415846,0.49298597194388777
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.9,0.004,53.830515582927625,30.785190791569335,0.5050100200400801
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.9,0.0045,53.173713118365086,30.83179292992938,0.503006012024048
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.9,0.0055,55.57812105051129,30.87109886645377,0.5130260521042084
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.9,0.006,58.64508881347086,31.247004344439333,0.5130260521042084
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.95,0.003,54.254391208441454,30.239672795591297,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.95,0.0035,55.16275701729142,30.82568341479046,0.4789579158316633
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.95,0.004,54.6690016873186,30.30092832024571,0.4909819639278557
